Issue key	Issue id	Issue Type	Assignee	Status	Sprint	Requirement	Summary	Acceptance Scenario ID	Acceptance Scenario	Automated?	<eol>
								20.40.80.676.g	"
Scenario: D377
Assessment Interpersonal Section is 7 minutes
Given I am on the D377
Assessment Interpersonal Section instructions
And I proceed to the next page
Then the timer will start with 7 minutes"	yes	<eol>
								20.40.80.676.h	"
Scenario: D377
Assessment Flexibility Section Instructions
Given I am on the D377
Assessment
And I am about to begin the Flexibility Section
Then I will see the section instructions"	yes	<eol>
								'20.40.80.676.i	"
Scenario: D377
Assessment Flexibility Section is 7 minutes
Given I am on the D377
Assessment Flexibility Section instructions
And I proceed to the next page
Then the timer will start with 7 minutes"	yes	<eol>
								'20.40.80.676.j	"
Scenario: D377
Assessment Problem Solving Section Instructions
Given I am on the D377
Assessment
And I am about to begin the Problem Solving Section
Then I will see the section instructions"	yes	<eol>
								20.40.80.676.k	"
Scenario: D377
Assessment Problem Solving Section is 6 minutes
Given I am on the D377
Assessment Problem Solving Section instructions
And I proceed to the next page
Then the timer will start with 6 minutes"	yes	<eol>
								20.40.80.676.l	"
Scenario: D377
Assessment Stress Tolerance Section Instructions
Given I am on the D377
Assessment
And I am about to begin the Stress Tolerance Section
Then I will see the section instructions"	yes	<eol>
								'20.40.80.676.m	"
Scenario: D377
Assessment Stress Tolerance Section is 8 minutes
Given I am on the D377
Assessment Stress Tolerance Section instructions
And I proceed to the next page
Then the timer will start with 8 minutes"	yes	<eol>
								20.40.80.676.n	"
Scenario: D377
assessment has 31 questions
DGeivsecnri pIt iaomn taking the D377
assessment
Then I will see 31 questions"	yes	<eol>
								20.40.80.676.o	"
Scenario: D377
assessment sections has 45
answers per question
Given I am on a D377
Assessment section
Then I will see 45
answers per question"	yes	<eol>
								'20.40.80.676.p	"
Scenario: D377
Assessment has 6 sections
Given I am on the Last section of the D377
Assessment
And I completed the section
Then I will see the D377
assessment esign
page"	yes	<eol>
CEN-422	123226	Story	mpatel	Closed	CEN Sprint 6	20.40.90	Assessment - Require applicant to complete the D-376 assessment	20.40.90.678.a	"Scenario: D376 instructions
Assessment General Instructions
Given I am in the D376
Assessment
Then I will see the D376
assessment general instructions
"	yes	<eol>
								20.40.90.678.b	"
Scenario: D376
Assessment Accountability Section Instructions
Given I am on the D376
Assessment
And I am about to begin the Accountability Section
Then I will see the section instructions
"	yes	<eol>
								20.40.90.678.c	"
Scenario: D376
Assessment Accountability Section is 7 minutes
Given I am on the D376
Assessment Accountability Section instructions
And I proceed to the next page
Then the timer will start with 7 minutes
"	yes	<eol>
								20.40.90.678.d	"Scenario: D376
Assessment Attention to Detail Section Instructions
Given I am on the D376
Assessment
And I am about to begin the Attention to Detail Section
Then I will see the section instructions"	yes	<eol>
								20.40.90.678.e	"Scenario: D376
Assessment Attention to Detail Section is 7 minutes
Given I am on the D376
Assessment Attention to Detail Section instructions
And I proceed to the next page
Then the timer will start with 7 minutes
"	yes	<eol>
								20.40.90.678.f	"Scenario: D376
Assessment Decision Making Section Instructions
Given I am on the D376
Assessment
And I am about to begin the Decision Making Section
Then I will see the section instructions"	yes	<eol>
								20.40.90.678.g	"
Scenario: D376
Assessment Decision Making Section is 8 minutes
Given I am on the D376
Assessment Decision Making Section instructions
And I proceed to the next page
Then the timer will start with 8 minutes"	yes	<eol>
								20.40.90.678.h	"
Scenario: D376
Assessment Flexibility Section Instructions
Given I am on the D376
Assessment
And I am about to begin the Flexibility Section
Then I will see the section instructions"	yes	<eol>
								20.40.90.678.i	"Scenario: D376
Assessment Flexibility Section is 8 minutes
Given I am on the D376
Assessment Flexibility Section instructions
And I proceed to the next page
Then the timer will start with 8 minutes"	yes	<eol>
								20.40.90.678.j	"
Scenario: D376
Assessment Interpersonal Skills Section Instructions
Given I am on the D376
Assessment DAensdc Ir ipatmio nabout to begin the Interpersonal Skills Section
Then I will see the section instructions"	yes	<eol>
								'20.40.90.678.k	"
Scenario: D376
Assessment Interpersonal Skills Section is 8 minutes
Given I am on the D376
Assessment Interpersonal Skills Section instructions
And I proceed to the next page
Then the timer will start with 8 minutes"	yes	<eol>
								20.40.90.678.l	"
Scenario: D376
Assessment Reasoning Section Instructions
Given I am on the D376
Assessment
And I am about to begin the Reasoning Section
Then I will see the section instructions"	yes	<eol>
								20.40.90.678.m	"
Scenario: D376
Assessment Reasoning Section is 7 minutes
Given I am on the D376
Assessment Reasoning Section instructions
And I proceed to the next page
Then the timer will start with 7 minutes"	yes	<eol>
								20.40.90.678.n	"
Scenario: D376
assessment has 30 questions
Given I am taking the D376
assessment
Then I will see 30 questions"	yes	<eol>
								'20.40.90.678.o	"
Scenario: D376
assessment sections has 45
answers per question
Given I am on a D376
Assessment section
Then I will see 45
answers per question"	yes	<eol>
								20.40.90.678.p	"
Scenario: D376
Assessment has 6 sections
Given I am on the Last section of the D376
Assessment
And I completed the section
Then I will see the D376
assessment esign
page"	yes	<eol>
CEN-461	123265	Story	adamsenn	Closed		20.60.10	Provide timed assessments	20.60.10.692.a	 Scenario : Timer starts on assessment section Given I am on the section instructions page of an assessment And I proceed to the assessment section Then the timer will start		<eol>
								20.60.10.692.b	Scenario : Timer stops on proceeding away from assessment section Given the time has started for an assessment section And I proceed beyond the assessment section Then the timer will stop 		<eol>
								20.60.10.692.c 	Scenario : Timer stops when time runs out Given the time has started for an assessment section And time runs out Then the timer will stop 		<eol>
CEN-502	123306	Story	mpatel	Closed	CEN Sprint 6	20.60.100	Display message when time left and applicant clicks Next button	20.60.100.712.a	 Scenario : Alert displayed upon navigating away from assessment section with time remaining Given I am on an assessment section And there is time remaining And I want to proceed away from section Then I will see alert 	yes	<eol>
CEN-467	123271	Story		Closed	CEN Sprint 7	20.60.20	Enforce a configurable time period for completion of an assessment.		"The solution shall enforce a configurable time period for completion of the assessment. This time period may change in the future. The amount of time allotted for each assessment at this time has been defined by the Census Bureau:
Reading Assessment D-375 - 8 minutes
Field Data Collection Assessment D-376 - 45 minutes
Field Outreach/Office Assessment D-377 - 45 minutes
Measure of Adult English Proficiency D-280B - 15 minutes."		<eol>
CEN-469	123273	Story	mpatel	Closed	CEN Sprint 7	20.60.30	Assessments - Configurable time for completion of each section of the Field Data Collection (D-376) assessment	20.60.30	"Scenario: Employee/Admin enters time period for section(s) of the Field Data Collection (D-376) Assessment
Given I have entered a time for section completion in minutes
When I click the save button
Then the section will be configured to use this as the maximum time allowed "		<eol>
CEN-471	123275	Story	mpatel	Closed	CEN Sprint 7	20.60.40	Assessments - Configurable time period for each section of the Field Outreach/Office (D-377) assessment	20.60.40	"Scenario: Employee/Admin enters time period for section(s) of the Field Outreach/Office (D-377) Assessment
Given I have entered a time for section completion in minutes
When I click the save button
Then the section will be configured to use this as the maximum time allowed"		<eol>
CEN-473	123277	Story	adamsenn	Closed		20.60.50	Provide timer during assessments which shows the time remaining in current section	20.60.50.700.a	"Given I am on instructions for an assessment section
And I proceed to the assessment section
Then a timer will display"		<eol>
								20.60.50.700.b	"Given I am on an assessment section
And I proceed away from the assessment section
Then a timer will not display"		<eol>
CEN-478	123282	Story	mpatel	Closed	CEN Sprint 6	20.60.60	Assessment - Toggle timer visibility during assessment	20.60.60.702.a	"Scenario: timer is displayed by default
Given I navigate to the questions page of an assessment section
Then the timer is displayed"		<eol>
								20.60.60.702.b	"Scenario: Applicant can hide timer
Given I am on the questions page of an assessment section
And the timer is displayed
Then I can hide the timer"		<eol>
								20.60.60.702.c	"Scenario: Applicant can display timer
Given I am on the questions page of an assessment section
And the timer is hidden
Then I can display the timer"		<eol>
CEN-487	123291	Story		Closed	CEN Sprint 7	20.60.70	Configure visual and audible warnings of time remaining during assessments	20.60.70.706.a	Scenario: Audible warning on 2 minutes left in assessment Given I am on the questions page of an assessment section And the timer has two minutes left Then the system will sound an auditory alert 		<eol>
								20.60.70.706.b	 Scenario: Visual warning on 2 minutes left in assessment Given I am on the questions page of an assessment section And the timer has two minutes left Then the system will show a visual alert 		<eol>
CEN-492	123296	Story	adamsenn	Closed		20.60.80	Display message and gray out all answers if time expires in an assessment	20.60.80.708.a	"Scenario : Questions are grayed out when time runs out
Given I am on an assessment section
And time runs out
Then the questions will be grayed out"		<eol>
								20.60.80.708.b	"Scenario : Unable to answer questions when time runs out
Given I am on an assessment section
And time runs out
Then I am unable to answer questions"		<eol>
								20.60.80.708.c	"Scenario : Message when time runs out
Given I am on an assessment section
And time runs out
Then I will see message"		<eol>
CEN-496	123300	Story	mpatel	Closed	CEN Sprint 6	20.60.90	Assessment - Applicant cannot go back to timed page after leaving it	20.60.90.710.a	"
Scenario: Applicant cannot navigate backward to a timed question after leaving it
Given I have just exited a timed question page
And I attempt to navigate back
Then the system will not allow me to go back

"	yes	<eol>
								20.60.90.710.b	"Scenario: Applicant cannot navigate backward to a timed question after leaving it
Given I have just exited a timed question page
And I attempt to navigate back
Then the system will display an error
Need to adjust the AC because the user can click the back button in their browser. It will
give them an error if they try to refresh that page or go to the next page <SH
4/13: the
AC is vague enough to cover this scenario"	yes	<eol>
CEN-507	123311	Story	adamsenn	Closed		20.70.10	Provide notice to applicant when attempting to close browser with incomplete assessment	"20.70.10.714.a
"	"Scenario : Alert upon closing browser on incomplete assessment
Given I am taking an assessment
And I attempt to close my browser
Then I will see alert"		<eol>
CEN-511	123315	Story	mpatel	Closed	CEN Sprint 6	20.70.20	Assessment - Stop at end of section and resume uncompleted assessment	20.70.20.716.a	"
Scenario: Applicant can come back to an assessment and complete unstarted sections
Given I have started an assessment with multiple sections
And there are sections on that assessment I never started
And I have reaccessed the incomplete assessment
Then I will be able to complete the unstarted sections of the assessment"		<eol>
								20.70.20.716.b	"
Scenario: Applicant will only be able to complete assessment sections they haven't started
Given I have started an assessment with multiple sections
And there are sections on that assessment I never started
And there are sections I have started
And I have reaccessed the incomplete assessment
Then only the sections I have not started will be displayed"		<eol>
								20.70.20.716.c	"
Scenario: System alerts user exiting in the middle of an assessment
Given I have started an assessment
And there are sections on that assessment I never started
And there are sections I have started
And I attempt to exit the assessment
Then the system will show warning"		<eol>
CEN-517	123321	Story	mpatel	Closed	CEN Sprint 6	20.70.30	Allow applicant to update assessment responses prior to submission	20.70.30.718.a	Scenario : allow edits on questions if time remains Given I am on an assessment section And time remains And I have answered questions And I want to edit answers Then I must edit answers 	yes	<eol>
CEN-521	123325	Story	mpatel	Closed	CEN Sprint 6	20.70.40	"Assessment - Keep applicants in the pool as Ineligible, with dashboard status specifying ""No assessment taken""."	20.70.40.720.a	"
Scenario: Status for applicant that has completed application but not all of assessments is
displayed
Given I have completed my application
And have unfinished assessments
Then the system will display the status ""Application in Progress You
have not taken all of
the required assessments for the position(s) you have indicated on the application"" on the
applicant profile"		<eol>
CEN-527	123331	Story	mpatel	Closed	CEN Sprint 6	20.70.50	Assessment - Require applicants to electronically attest that they answered all questions on assessment	20.70.50	"Scenario : E-sign assessment
Scenario : Esign info table displays upon e-sign
Given I am on the E-sign page of an assessment
And I E-sign
Then I will see an e-sign table with my name and the current date
"		<eol>
CEN-532	123336	Story	mpatel	Closed	CEN Sprint 6	20.70.60	Assessment - Electronic Signature information on assessment e-sign (certify that same person whose name is on the application) (table)	20.70.60.725.a	"Scenario : Esign info table displays upon esign
Given I am on the Esign
page of an assessment
And I Esign
Then I will see an esign
table with my name and the current date"	yes	<eol>
CEN-553	123357	Story	jmoore	Awaiting PO Action	CEN Sprint 8	20.80.110	Application - Display disclaimer regarding Veteran's Preference points	"20.80.110.553
"	"Scenario: Veteran Preference Point disclaimer is shown on Veteran Preference page
Given I am on the Veteran Preference page of the application
Then I will see the following disclaimer:
""Veteran's Preference Points will only be added following validation of documentation by Census Bureau staff."""		<eol>
CEN-543	123347	Story	mpatel	Closed	CEN Sprint 7	20.80.60	Assessments - Score reading assessment on a range of 0 - 20	20.80.60	"Scenario: Reading Assessment (D-375) is scored when applicant completes it
Given I have just e-signed my reading assessment
Then a score ranging between 0-20 will be saved in the database"		<eol>
CEN-545	123349	Story	mpatel	Closed	CEN Sprint 7	20.80.70	Assessments - Score all versions of the Field Data Collection Assessment on a range of 0-88	20.80.70	"Scenario: Field Data Collection Assessment (D-376) is scored when applicant completes it
Given I have just e-signed my Field Data Collection Assessment
Then a score ranging between 0-88 will be saved in the database"		<eol>
CEN-547	123351	Story	mpatel	Closed	CEN Sprint 7	20.80.80	Assessments - Score all versions of the Field Outreach/Office Assessment on a range of 0-88	20.80.80	"Scenario: Field Outreach/Office Assessment (D-377) is scored when applicant completes it
Given I have just e-signed my Field Outreach/Office Assessment
Then a score ranging between 0-88 will be saved in the database"		<eol>
CEN-549	123353	Story		Closed	CEN Sprint 7	20.80.90	Produce computed score for Field Data Collection Assessment		"As a User, I want the system to produce a Computed Score for the Field Data Collection Assessment, which shall be the total of the Reading Assessment Score and the Field Data Collection Assessment Score, so that applicants meeting the required score may be considered for the position."		<eol>
CEN-1691	131767	Story	mpatel	Closed	CEN Sprint 7	70.10.10	Admin Portal - Cornerstone Welcome Page	"70.10.10.1691.a
"	"Scenario: Verify Welcome Page
Given I am an employee on the Cornerstone Welcome Page
When I verify options on this page
Then I will see:
Welcome Information
Link to Transcript
Access to Training Plan
Link to R&A
Additional Information section with the following
System Help
Field Guides"		<eol>
CEN-1690	131760	Story	croberson	Closed	CEN Sprint 7	70.10.10	Admin Portal - Cornerstone employee logs into cornerstone	" 70.10.10.1690.a
"	"Scenario: Error logging in with incorrect credentials
Given I am on the Employee Login Page
And I have entered incorrect credentials in the login fields
When I press the ""Submit"" button
Then I will see an error
And will remain on the login page"		<eol>
								" 70.10.10.1690.b
"	"Scenario: Access granted to employee portal with correct credentials
Given I am on the Employee Login Page
And I have entered valid credentials in the login fields
When I press the ""Submit"" button
Then I will be granted access to the employee portal ""Welcome Page"""		<eol>
CEN-1696	131801	Story		Backlog	CEN Sprint 9	70.10.40	Admin Portal - Entity Level Applicant Management	"70.10.40.1696.a
"	"Scenario: Applicant Management report shows applicant records at or below user's division level
Given I am assigned to an ACO, RCC or BC
And I am on the Applicant Management report
When I verify incomplete applicant records displayed
Then report will show applicant records at or below my division level (ACO, RCC, BC)"		<eol>
								"70.10.40.1696.b
"	"Scenario: Applicant Management report shows applicant records relevant to assigned ACO
Given I am assigned to an ACO
And I am on the Applicant Management report
When I verify incomplete applicant records displayed
Then report will show applicant records relevant to my ACO
And hide records outside of my ACO"		<eol>
								"70.10.40.1696.c
"	"Scenario: Applicant Management report shows applicant records relevant to assigned RCC
Given I am assigned to an RCC
And I am on the Applicant Management report
When I verify incomplete applicant records displayed
Then report will show applicant records relevant to my RCC
And hide records outside of my RCC"		<eol>
								"70.10.40.1696.d
"	"Scenario: Applicant Management report shows all applicant records for users at BC level
Given I am assigned to BC
And I am on the Applicant Management report
When I verify incomplete applicant records displayed
Then report will show all incomplete applicant records"		<eol>
CEN-1694	131783	Story	rbeery	Backlog	CEN Sprint 9	70.10.40	Admin Portal - The Admin Portal	" 70.10.40.1694.a
"	"Scenario: Welcome Page R&A link takes users with BC HQ Tech Support permission to admin portal
Given I am a user with BC HQ Tech Support permission on the Employee Welcome Page
When I press the R&A link
Then the system will navigate me to the Admin Portal
And I will see link for ""Applicant Management""
And I will see link for ""Assessment Management"""		<eol>
								"70.10.40.1694.b
"	"Scenario: Welcome Page R&A link takes users with 2-Tier CEC Help Desk Staff permission to admin portal
Given I am a user with 2-Tier CEC Help Desk Staff permission on the Employee Welcome Page
When I press the R&A link
Then the system will navigate me to the Admin Portal
And I will see link for ""Applicant Management"""		<eol>
								"70.10.40.1694.c
"	"Scenario: Welcome Page R&A link takes users with ACO Clerk permission to admin portal
Given I am a user with ACO Clerk permission on the Employee Welcome Page
When I press the R&A link
Then the system will navigate me to the Admin Portal
And I will see link for ""Applicant Management"""		<eol>
								"70.10.40.1694.d
"	"Scenario: Welcome Page R&A link takes users with ACO Supervisor permission to admin portal
Given I am a user with ACO Supervisor permission on the Employee Welcome Page
When I press the R&A link
Then the system will navigate me to the Admin Portal
And I will see link for ""Applicant Management"""		<eol>
								"70.10.40.1694.e

"	"Scenario: Welcome Page R&A link takes users with RCC Clerk permission to admin portal
Given I am a user with RCC Clerk permission on the Employee Welcome Page
When I press the R&A link
Then the system will navigate me to the Admin Portal
And I will see link for ""Applicant Management"""		<eol>
								"70.10.40.1694.f
"	"Scenario: Welcome Page R&A link takes users with RCC Supervisor permission to admin portal
Given I am a user with RCC Supervisor permission on the Employee Welcome Page
When I press the R&A link
Then the system will navigate me to the Admin Portal
And I will see link for ""Applicant Management"""		<eol>
								"70.10.40.1694.g
"	"Scenario: Welcome Page R&A link takes users with BC HR Functional permission to admin portal
Given I am a user with BC HR Functional permission on the Employee Welcome Page
When I press the R&A link
Then the system will navigate me to the Admin Portal
And I will see link for ""Applicant Management"""		<eol>
								"70.10.40.1694.h
"	"Scenario: Welcome Page R&A link takes Employee users to applicant Portal
Given I am an employee without Admin permission on the Employee Welcome Page
When I press the R&A link
Then the system will navigate me to the applicant portal"		<eol>
CEN-1782	141045	Story		Backlog	CEN Sprint 9	80.30.20	Admin Portal - Excel Export of Applicant Management Report 	"80.30.20.1782.a
"	"Scenario: Applicant Management Report can be exported to excel
Given I am on the applicant management report
When I press ""Export to Excel"" button
Then the system will present the file for download at the bottom of my browser window"		<eol>
								"80.30.20.1782.b
"	"Scenario: Applicant Management Report export correctly represents the information on Applicant Management screen
Given I am reviewing the information on the Applicant Management Report export
When I compare the information on the export to the information on the screen
Then the data will match exactly"		<eol>
CEN-1537	127664	Story	khalleran	Backlog	CEN Sprint 9	90.20.20	Onboarding - Transmit and Receive Data and Errors to/from DAPPS (Sprint 8)		"Applicant Submits BC-170d Application – Success/Error
            Application and Assessment Raw Form Data to DAPPS using JSON File via SFTP
            Application Completed PDF to DAPPS using PDF File via SFTP
            Application Upload Attachments (incl Vet Pref) to DAPPS using multiple file types via SFTP
Applicant Updates and resubmits BC-170d Application – Success/Error**
            Application and Assessment Raw Form Data to DAPPS using JSON File via SFTP
            Application Completed PDF to DAPPS using PDF File via SFTP
            Confirmation of receipt of Applicant update file sent to DAPPS
Applicant Submits ""Declaration of Federal Employment""/OF-306 Form – Success/Error**
            OF-306 Form Data to DAPPS using JSON File via SFTP
            OF-306 Completed PDF to DAPPS using PDF File via SFTP
            DAPPS send confirmation of receipt of Applicant Package
Applicant Submits ""Questionnaire for Non Sensitive Positions""/SF-85 Form – Success/Error**
            SF-85 Form Data to DAPPS using JSON File via SFTP
            SF-85 Completed PDF to DAPPS using PDF File via SFTP
Applicant Submits ""Direct Deposit Authorization""/FLD-199 Form – Success/Error**
            FLD-1199 Form Data to DAPPS using JSON File via SFTP
Applicant Submits ""New Employee Data""/FLD-168 Form – Error
            FLD-168 Form Data to DAPPS using JSON File via SFTP
Applicant Submits ""Record of Employee Address""/CD-415 Form – Success/Error**
            CD-415 Form Data to DAPPS using JSON File via SFTP
Applicants Status Changes in DAPPS – Success/Error**
           DAPPS send Status Update File
                        Applicant Available
                        Applicant Location
                        Applicant Selected
                        Applicant Favorable
                        Applicant Hired
                        Under Review Favorable
                        Experienced
                        Ineligible
                        Separated
Applicant’s Profile Changes in DAPPS – Success/Error**
            DAPPS send Profile Update File
                        Location (RCC/ACO)
                        Position
                        Operation
                        SSN
                        Email
"		<eol>
CEN-1379	124183	Story	khalleran	Closed	CEN Sprint 7	90.20.20	Onboarding - Transmit and Receive Data and Errors to/from DAPPS (Sprint 7)		"Applicant Submits BC-170d Application – Error
            Application and Assessment Raw Form Data to DAPPS using JSON File via SFTP
            Application Completed PDF to DAPPS using PDF File via SFTP
            Application Upload Attachments (incl Vet Pref) to DAPPS using multiple file types via SFTP
Applicant Updates and resubmits BC-170d Application – Error
            Application and Assessment Raw Form Data to DAPPS using JSON File via SFTP
            Application Completed PDF to DAPPS using PDF File via SFTP
            Confirmation of receipt of Applicant update file sent to DAPPS
Applicant Submits ""Declaration of Federal Employment""/OF-306 Form – Error
            OF-306 Form Data to DAPPS using JSON File via SFTP
            OF-306 Completed PDF to DAPPS using PDF File via SFTP
            DAPPS send confirmation of receipt of Applicant Package
Applicant Submits ""Questionnaire for Non Sensitive Positions""/SF-85 Form – Error
            SF-85 Form Data to DAPPS using JSON File via SFTP
            SF-85 Completed PDF to DAPPS using PDF File via SFTP
Applicant Submits ""Direct Deposit Authorization""/FLD-199 Form – Error
            FLD-1199 Form Data to DAPPS using JSON File via SFTP
            FLD-1199 Completed PDF to DAPPS using PDF File via SFTP
Applicant Submits ""New Employee Data""/FLD-168 Form – Error
            FLD-168 Form Data to DAPPS using JSON File via SFTP
            FLD-168 Completed PDF to DAPPS using PDF File via SFTP
Applicant Submits ""Record of Employee Address""/CD-415 Form – Error
            CD-415 Form Data to DAPPS using JSON File via SFTP
            CD-415 Completed PDF to DAPPS using PDF File via SFTP
Applicants Status Changes in DAPPS – Error
           DAPPS send Status Update File
                        Applicant Available
                        Applicant Location
                        Applicant Selected
                        Applicant Favorable
                        Applicant Hired
                        Under Review Favorable
                        Experienced
                        Ineligible
                        Separated
Applicant’s Profile Changes in DAPPS – Error
            DAPPS send Profile Update File
                        Location (RCC/ACO)
                        Position
                        Operation
                        SSN
                        Email"		<eol>
CEN-1530	127638	Story	jvega	In Dev	CEN Sprint 8	90.20.20	Development: DAPPS/Bi-directional communication (Sprint 8)		"Applicant Submits BC-170d Application & Assessment Package – Success & Fail
            Application and Assessment Raw Form Data to DAPPS using JSON File via SFTP
            Application Completed PDF to DAPPS using PDF File via SFTP
            Application Upload Attachments (incl Vet Pref) to DAPPS using multiple file types via SFTP
Applicant Updates and resubmits BC-170d Application – Success & Fail
            Application and Assessment Raw Form Data to DAPPS using JSON File via SFTP
            Application Completed PDF to DAPPS using PDF File via SFTP
            Confirmation of receipt of Applicant update file sent to DAPPS
Applicant Submits ""Declaration of Federal Employment""/OF-306 Form – Success & Fail
           OF-306 Form Data to DAPPS using JSON File via SFTP
            OF-306 Completed PDF to DAPPS using PDF File via SFTP
            DAPPS send confirmation of receipt of Applicant Package
Applicant Submits ""Questionnaire for Non Sensitive Positions""/SF-85 Form – Success & Fail
            SF-85 Form Data to DAPPS using JSON File via SFTP
            SF-85 Completed PDF to DAPPS using PDF File via SFTP
Applicant Submits ""Direct Deposit Authorization""/FLD-199 Form – Success & Fail
           FLD-1199 Form Data to DAPPS using JSON File via SFTP
            FLD-1199 Completed PDF to DAPPS using PDF File via SFTP
Applicant Submits ""New Employee Data""/FLD-168 Form – Success & Fail
           FLD-168 Form Data to DAPPS using JSON File via SFTP
            FLD-168 Completed PDF to DAPPS using PDF File via SFTP
Applicant Submits ""Record of Employee Address""/CD-415 Form – Success & Fail
           CD-415 Form Data to DAPPS using JSON File via SFTP
            CD-415 Completed PDF to DAPPS using PDF File via SFTP
Applicant’s Status Changes in DAPPS – Success
            DAPPS send Status Update File
                        Applicant Available
                        Applicant Location
                        Applicant Selected
                        Applicant Favorable
                        Applicant Hired
                        Under Review Favorable
                        Experienced
                        Ineligible
                        Separated
Applicant’s Profile Changes in DAPPS - Success
            DAPPS send Profile Update File
                        Location (RCC/ACO)
                        Position
                        Operation
                        SSN
                        Email"		<eol>
CEN-1598	129179	Story	jvega	Closed	CEN Sprint 7	90.30.120	"Onboarding - Submit ""Direct Deposit Authorization""/FLD-1199 Form"	90.30.120.1810.a	"Applicant Accesses Form
Given that I am on the Applicant Portal
When I click to access the FLD-1199 form
Then a page opens with all the fields I need to enter for the form."		<eol>
								90.30.120.1810.b	"Applicant's status <> ""Selected - Background Check Complete""
Given that I am on the Applicant Portal
And my Applicant Status does not equal ""Selected - Background Check Complete""
When I attempt to access the FLD-1199 form
Then I am unable to see the form."		<eol>
								90.30.120.1810.c	"Applicant's status changes to ""Selected - Background Check Complete""
Given that I am on the Applicant Portal
And my Applicant Status equals ""Selected - Background Check Complete""
When I attempt to access the FLD-1199 form
Then I am able to see the form."		<eol>
								90.30.120.1810.d 	"Applicant Saves In-Progress Form - Success
Given that I am viewing the FLD-1199 form
And have entered all required fields – change 5/22/2017-MW
When I click Save
Then I am returned to the Applicant Portal
And the FLD-1199 indicates completion by changing to green – change 5/22/2017-MW
And can access my saved form again."		<eol>
								90.30.120.1810.e	"Applicant Saves In-Progress Form - Success
Given that I have started and saved my FLD-1199 Form
When I access the form again
Then I see the data I previously entered
And can update and complete the form."		<eol>
								90.30.120.1810.f	"Applicant Submits Form - Success
Given that I have completed the form fields
When I click Save and E-sign
Then I will be returned to the Applicant Portal And this form will be submitted as part of the on-boarding forms packet to DAPPS."		<eol>
CEN-1596	129177	Story	jvega	Closed	CEN Sprint 7	90.30.120	"Onboarding - Submit ""Direct Deposit Authorization""/FLD-1199 Form - Applicant Selection "		Same as above		<eol>
CEN-1377	124181	Story	dsanchez	Closed	CEN Sprint 6	90.30.120	"Onboarding - Submit ""Direct Deposit Authorization""/FLD-1199 Form - English"	90.30.120.1810.d	" Applicant Accesses Form in English
Given that I am on the Applicant Portal
When I need to access the form in English
Then I am able to.
"		<eol>
CEN-1448								90.30.120.1810.e	" Applicant Submits Form Success
Given that I have completed the form fields
When I click Submit
Then my form is submitted."		<eol>
CEN-1382	124186	Story	jvega	Closed	CEN Sprint 7	90.30.20	"Onboarding - Submit ""Declaration of Federal Employment""/OF-306 Form"	90.30.20.1821.a	"Applicant's status <> ""Selected - Offered Job""
Given that I am on the Applicant Portal
And my Applicant Status does not equal ""Selected - Offered Job""
When I attempt to access the OF-306 form
Then I am unable to."		<eol>
								90.30.20.1821..b	"Applicant's status changes to ""Selected - Offered Job""
Given that I am on the Applicant Portal
And my Applicant Status equals ""Selected - Offered Job""
When I attempt to access the OF-306 form
Then I am able to."		<eol>
								90.30.20.1821..c	"Applicant Accesses Form
Given that I am on the Applicant Portal
When I click to access the OF-306 form
Then a page opens with all the fields I need to enter for the form."		<eol>
								90.30.999.1821.d	"Applicant Saves In-Progress Form - Success
Given that I am viewing the OF-306 form
And have entered some valid data
When I click Save
Then I am returned to the Applicant Portal
And can access my saved form again."		<eol>
								90.30.999.1821.e	"Applicant Saves In-Progress Form - Success
Given that I have started and saved my OF-306 Form
When I access the form again
Then I see the data I previously entered
And can update and complete the form."		<eol>
								90.30.999.1821.f 	"Applicant Submits Form - Success
Given that I have completed the form fields
When I click Save and E-sign
Then my form will be submitted when both pre-background check forms have been signed."		<eol>
								90.30.20.1821..g 	"Applicant Submits Form - Success
Given that I have completed the form fields
When I click Submit
Then my form is submitted."		<eol>
CEN-1602	129326	Story	jvega	Closed	CEN Sprint 7	90.30.50	"Onboarding - Submit ""New Employee Data""/FLD168 Form"	90.30.50.a	"Applicant Accesses Form
Given that I am on the Applicant Portal
When I click to access the FLD-168 form
Then a page opens with all the fields I need to enter for the form."		<eol>
								90.30.50.b	"Applicant's status <> ""Selected - Background Check Complete""
Given that I am on the Applicant Portal
And my Applicant Status does not equal ""Selected - Background Check Complete""
When I attempt to access the FLD-168 form
Then I am unable to see the form."		<eol>
								90.30.50.c 	"Applicant's status changes to ""Selected - Background Check Complete""
Given that I am on the Applicant Portal
And my Applicant Status equals ""Selected - Background Check Complete""
When I attempt to access the FLD-168 form
Then I am able to see the form."		<eol>
								90.30.50.d 	"Applicant Saves In-Progress Form - Success
Given that I am viewing the FLD-168 form
And have entered some valid data
When I click Save
Then I am returned to the Applicant Portal
And can access my saved form again."		<eol>
								90.30.50.e	"Applicant Saves In-Progress Form - Success
Given that I have started and saved my FLD-168 Form
When I access the form again
Then I see the data I previously entered
And can update and complete the form."		<eol>
								90.30.50.f	"Applicant Submits Form - Success
Given that I have completed the form fields
When I click Save
Then my form will be submitted when both pre-background check forms have been signed."		<eol>
